"codigo";"cod_pri";"primario";"secundario";"descricao"
"3514";"287";"DIREITO PENAL";"Crimes contra a Incolumidade Pública";"Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios"
"3515";"287";"DIREITO PENAL";"Crimes contra a Incolumidade Pública";"Infração de Medida Sanitária Preventiva"
"3516";"287";"DIREITO PENAL";"Crimes contra a Incolumidade Pública";"Omissão de Notificação de Doença"
"3517";"287";"DIREITO PENAL";"Crimes contra a Incolumidade Pública";"Outras Substâncias Nocivas a Saúde Pública "
"3519";"287";"DIREITO PENAL";"Crimes contra a Incolumidade Pública";"Substância Destinada à Falsificação"
"3520";"287";"DIREITO PENAL";"Crimes contra a Paz Pública";"Crimes contra a Paz Pública"
"3521";"287";"DIREITO PENAL";"Crimes contra a Paz Pública";"Quadrilha ou Bando"
"3523";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Crimes contra a Fé Pública"
"3524";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Moeda Falsa / Assimilados"
"3527";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Petrechos para falsificação de moeda "
"3528";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Emissão de título ao portador sem permissão legal "
"3529";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsificação de papéis públicos "
"3530";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsificação do selo ou sinal público "
"3531";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsificação de documento público"
"3532";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsificação de documento particular "
"3533";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsidade ideológica "
"3534";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falso reconhecimento de firma ou letra"
"3535";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Certidão ou atestado ideologicamente falso "
"3536";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsidade material de atestado ou certidão "
"3537";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsidade de atestado médico "
"3538";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Reprodução ou adulteração de selo ou peça filatélica "
"3539";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Uso de documento falso "
"3540";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Supressão de documento "
"3541";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins "
"3542";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Falsa identidade "
"3543";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Fraude de lei sobre estrangeiros"
"3545";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Petrechos de Falsificação de Papéis Públicos"
"3546";"287";"DIREITO PENAL";"Crimes contra a Fé Pública";"Adulteração de Sinal Identificador de Veículo Automotor"
"3547";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral"
"3548";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Peculato"
"3550";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Peculato mediante erro de outrem"
"3551";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Extravio, sonegação ou inutilização de livro ou documento "
"3552";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Emprego irregular de verbas ou rendas públicas "
"3553";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Concussão "
"3554";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Excesso de exação "
"3555";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Corrupção passiva "
"3556";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Facilitação de contrabando ou descaminho "
"3557";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Prevaricação"
"3558";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Condescendência criminosa"
"3559";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Advocacia administrativa "
"3560";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Violência arbitrária "
"3561";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Abandono de função "
"3562";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Exercício funcional ilegalmente antecipado ou prolongado "
"3563";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Violação do sigilo funcional "
"3564";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Violação do sigilo de proposta de concorrência "
"3565";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Usurpação de função pública "
"3566";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Resistência "
"3567";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Tráfico de influência "
"3568";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Corrupção ativa "
"3569";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Impedimento, perturbação ou fraude de concorrência"
"3570";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Inutilização de edital ou de sinal "
"3571";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Subtração ou inutilização de livro ou documento "
"3572";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Desobediência "
"3573";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Desacato "
"3574";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Contrabando ou descaminho "
"3575";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Reingresso de estrangeiro expulso "
"3576";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Denunciação caluniosa "
"3577";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Comunicação falsa de crime ou de contravenção "
"3578";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Auto-acusação falsa"
"3579";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Falso testemunho ou falsa perícia "
"3580";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Coação no curso do processo "
"3581";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Exercício arbitrário das próprias razões "
"3582";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Fraude processual"
"3583";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Favorecimento pessoal "
"3584";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Favorecimento real "
"3585";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Exercício arbitrário ou abuso de poder "
"3586";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Fuga de pessoa presa ou submetida a medida de segurança "
"3587";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Evasão mediante violência contra a pessoa "
"3588";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Arrebatamento de preso "
"3589";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Motim de presos "
"3590";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Patrocínio infiel "
"3591";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Patrocínio simultâneo ou tergiversação "
"3592";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Sonegação de papel ou objeto de valor probatório "
"3593";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Exploração de prestígio "
"3594";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Violência ou fraude em arrematação judicial"
"3595";"287";"DIREITO PENAL";"Crimes Contra a Administração da Justiça";"Desobediência a decisão judicial sobre perda ou suspensão de direitos "
"3596";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Inserção de dados falsos em sistema de informações "
"3597";"287";"DIREITO PENAL";"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral";"Modificação ou alteração não autorizada de sistema de informações "
"3598";"287";"DIREITO PENAL";"Crimes Praticados por Particular Contra a Administração em Geral";"Sonegação de contribuição previdenciária "
"3603";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Previstos na Legislação Extravagante"
"3604";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Responsabilidade"
"3605";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra a Economia Popular"
"3606";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Abuso de Autoridade"
"3607";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Tráfico Ilícito e Uso Indevido de Drogas"
"3608";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Tráfico Ilícito e Uso Indevido de Drogas | Tráfico de Drogas e Condutas Afins"
"3609";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Responsabilidade Criminal por Danos Nucleares"
"3610";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Serviço Postal e o Serviço de Telegrama"
"3611";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra a Segurança Nacional, a Ordem Política e Social"
"3612";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Sistema Financeiro Nacional"
"3613";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Resultante de Preconceito de Raça ou de Cor"
"3614";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra a Ordem Tributária"
"3615";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra a Ordem Econômica"
"3616";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra as Relações de Consumo"
"3617";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Representação caluniosa"
"3618";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético"
"3619";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Crimes contra a Fauna"
"3620";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Crimes contra a Flora"
"3621";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Da Poluição"
"3622";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Agrotóxicos "
"3623";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Atividades Nucleares "
"3624";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Caça "
"3626";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Liberação ou Descarte de OGM (Organismo Geneticamente Modificado)"
"3627";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Pesca "
"3628";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores"
"3629";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra as Telecomunicações"
"3630";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Previstos na Lei de Estrangeiros"
"3631";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Tortura"
"3632";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Trânsito"
"3633";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes do Sistema Nacional de Armas"
"3634";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Imprensa"
"3637";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Previstos no Estatuto da criança e do adolescente"
"3638";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o mercado de capitais"
"3640";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de genocídio"
"3641";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Sigilo Telefônico"
"3642";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes da Lei de licitações"
"3643";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes da Lei de remoção de órgãos e tecidos"
"3647";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes praticados contra os índios e a cultura indígena"
"3650";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública"
"3651";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Agrários"
"3653";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes relacionados à Comissão Parlamentar de Inquérito"
"3654";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais"
"3655";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crime de Quebra de Sigilo Financeiro"
"3656";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes do Código Brasileiro de Telecomunicações"
"3659";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Previstos no Estatuto do Idoso"
"3660";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Parcelamento do solo urbano"
"3661";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Falimentares"
"3664";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares"
"3692";"287";"DIREITO PENAL";"Contravenções Penais";"Contravenções Penais"
"4263";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Ação Penal"
"4264";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade"
"4271";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Suspensão"
"4272";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Trancamento"
"4291";"1209";"DIREITO PROCESSUAL PENAL";"Jurisdição e Competência";"Jurisdição e Competência"
"4305";"1209";"DIREITO PROCESSUAL PENAL";"Recurso";"Recurso"
"4310";"1209";"DIREITO PROCESSUAL PENAL";"Fiança";"Fiança"
"4355";"1209";"DIREITO PROCESSUAL PENAL";"Prisão Preventiva";"Prisão Preventiva"
"4368";"1209";"DIREITO PROCESSUAL PENAL";"Denúncia/Queixa";"Denúncia/Queixa"
"4370";"1209";"DIREITO PROCESSUAL PENAL";"Denúncia/Queixa";"Recebimento"
"4371";"1209";"DIREITO PROCESSUAL PENAL";"Denúncia/Queixa";"Rejeição"
"4435";"864";"DIREITO DO TRABALHO";"Acordo e Convenção Coletivos de Trabalho";"Aplicabilidade"
"4437";"864";"DIREITO DO TRABALHO";"Sentença Normativa";"Revisão"
"4438";"864";"DIREITO DO TRABALHO";"Acordo e Convenção Coletivos de Trabalho";"Anulação"
"4442";"864";"DIREITO DO TRABALHO";"Remuneração, Verbas Indenizatórias e Benefícios";"Restituição / Indenização de Despesa"
"4452";"864";"DIREITO DO TRABALHO";"Direito Sindical e Questões Análogas";"Representação Sindical"
"4654";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Intelectual / Industrial"
"4656";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Intelectual / Industrial | Direito Autoral"
"4660";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Intelectual / Industrial | Patente"
"4670";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Intelectual / Industrial | Desenho Industrial"
"4680";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Intelectual / Industrial | Marca"
"4701";"899";"DIREITO CIVIL";"Fatos Jurídicos";"Ato / Negócio Jurídico"
"4703";"899";"DIREITO CIVIL";"Fatos Jurídicos";"Ato / Negócio Jurídico | Defeito, nulidade ou anulação"
